Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2)
8.821172667,-0.326089277,0.077374451,0.041715206,0.337729448
8.831151667,-0.31515396,0.112215085,0.117039038,0.354418369
8.841161667,-0.212305968,0.080507973,0.069718691,0.237520639
8.851170667,-0.159359431,0.071523727,0.041110604,0.179446798
8.861180667,-0.113047436,0.116939051,0.044242373,0.168558156
8.871159667,-0.059043722,0.108096891,-0.006017954,0.123317942
8.881169667,-0.000143549,0.125170761,0.011333073,0.125682849
8.891179667,-0.061209677,0.155809586,0.049521239,0.174572635
8.901158667,-0.13240786,0.150493882,0.053363444,0.207431693
8.911168667,-0.198626115,0.18608413,0.000812763,0.27217696
8.921178667,-0.217897368,0.188303148,-0.024929019,0.289065381
8.931188667,-0.249696574,0.174090906,-0.012893111,0.304667449
8.941167667,-0.279649813,0.241992867,-0.019534378,0.370332496
8.951177667,-0.261922517,0.223876439,0.001697447,0.344567767
8.961186667,-0.301385521,0.160417777,0.065922094,0.347725205
8.971196667,-0.345398829,0.128222423,0.174978513,0.407871084
8.981175667,-0.313815094,0.131002774,0.21321638,0.401376213
8.991185667,-0.283555753,0.0665074,0.174270415,0.339407244
9.001195667,-0.250810176,0.129415255,0.079771224,0.293287403
9.011174667,-0.189673443,0.185555542,-0.016193279,0.265836597
9.021184667,-0.158234719,0.252125507,-0.0989115,0.313670181
9.031194667,-0.123423905,0.285586783,-0.128103139,0.336457554
9.041203667,-0.079107858,0.262876782,-0.142175049,0.309153684
9.051183667,-0.109707507,0.225392622,-0.116049104,0.276233534
9.061192667,-0.189006568,0.213205855,0.029959964,0.286492267
9.071202667,-0.222366395,0.16967158,0.159818437,0.322144675
9.081181667,-0.218686158,0.119360383,0.183138887,0.309209296
9.091191667,-0.181354902,0.086410738,0.137438804,0.243404685
9.101201667,-0.184564146,0.164321378,0.164050652,0.29661095
9.111211667,-0.183285945,0.142100789,0.124768472,0.263350609
9.121190667,-0.223785807,0.075919663,0.049542289,0.241450453
9.131200667,-0.262561617,0.140382877,0.079425069,0.308146551
9.141209667,-0.292300995,0.149860044,0.128622372,0.352762837
9.151219667,-0.279603766,0.127673954,0.067257013,0.314646485
9.161199667,-0.260989594,0.120190102,0.018791782,0.287948537
9.171208667,-0.228929749,0.119832838,-0.012226528,0.258685575
9.181218667,-0.225955855,0.118894944,0.013889476,0.255704856
9.191197667,-0.237230164,0.12984561,0.062179291,0.277496481
9.201207667,-0.228623208,0.125510484,0.033969399,0.263012116
9.211217667,-0.269221596,0.121033271,0.010267126,0.295355268
9.221227667,-0.255126737,0.105598961,-0.040914722,0.279132239
9.231206667,-0.239642579,0.10669122,-0.125479494,0.290786323
9.241216667,-0.220294434,0.134425734,-0.14049105,0.293832692
9.251225667,-0.207670734,0.127843523,-0.101077309,0.263984323
9.261235667,-0.216367444,0.128427075,-0.106908737,0.273382265
9.271214667,-0.181608671,0.074474816,-0.068269751,0.207819553
9.281224667,-0.174403439,0.062278694,0.024250742,0.186770699
9.291234667,-0.217333258,0.083577177,0.002417239,0.232862046
9.301213667,-0.204462221,0.095766867,-0.033494021,0.228249736
9.311223667,-0.168957635,0.100071588,-0.056802192,0.204419897
9.321233667,-0.177808712,0.134114662,-0.06358964,0.231616758
9.331242667,-0.225310615,0.152118824,-0.069866626,0.280689072
9.341222667,-0.263453026,0.142901273,-0.024450717,0.300709341
9.351231667,-0.268528993,0.147880762,0.026242304,0.307677101
9.361241667,-0.293834573,0.11657243,0.037405808,0.318319152
9.371251667,-0.215644729,0.100380321,-0.005311611,0.237922405
9.381230667,-0.128390676,0.185895265,-0.032875385,0.228302444
9.391240667,-0.124736751,0.202225953,-0.031672028,0.239703381
9.401250667,-0.054787972,0.17052235,-0.057298036,0.188049618
9.411229667,-0.049058724,0.157253264,-0.061040254,0.175673731
9.421239667,-0.074563402,0.220392668,0.015905011,0.2332072
9.431249667,-0.083564752,0.195242624,0.125337406,0.246601329
9.441258667,-0.102171907,0.158771785,0.185719848,0.264838518
9.451238667,-0.15287253,0.10804602,0.224236042,0.292105727
9.461247667,-0.178409952,0.112724962,0.20168684,0.291915415
9.471257667,-0.163994665,0.08859058,0.130194104,0.227361047
9.481236667,-0.169063762,0.118024294,0.067970374,0.217099657
9.491246667,-0.17936524,0.184384929,-0.035356944,0.25965324
9.501256667,-0.210606329,0.197597882,-0.083149745,0.300522593
9.511266667,-0.210791686,0.199803452,-0.085865777,0.302865458
9.521245667,-0.232374051,0.209927321,-0.075220921,0.322064228
9.531255667,-0.241248224,0.145408559,0.039779778,0.284476335
9.541264667,-0.239692134,0.148970683,0.034897352,0.284363163
9.551260917,-0.218859674,0.088835578,-0.031412412,0.238281465
9.561239917,-0.238701031,0.103732529,-0.032739145,0.262317501
9.571249917,-0.19887126,0.155425424,-0.100311323,0.271604864
9.581259917,-0.152005534,0.171761375,-0.165494914,0.282836028
9.591238917,-0.153876058,0.150791506,-0.153908072,0.26477087
9.601248917,-0.126767197,0.115331651,-0.124252163,0.211683518
9.611258917,-0.138863478,0.126470012,0.001761766,0.187831928
9.621268917,-0.223203132,0.078287201,0.081209639,0.250087044
9.631247917,-0.20745965,0.084171839,0.074366058,0.235912516
9.641257917,-0.188565542,0.085277547,0.068632278,0.218035807
9.651266917,-0.197360193,0.099671638,0.02051788,0.22205059
9.661276917,-0.252367582,0.104303218,0.012632909,0.273364496
9.671255917,-0.278036712,0.138152749,-0.011029603,0.310664204
9.681265917,-0.212351869,0.172782299,-0.043362951,0.277177533
9.691275917,-0.206713691,0.098771167,-0.017867922,0.229794596
9.701254917,-0.236286862,0.121459533,-0.022867291,0.266658606
9.711264917,-0.254906589,0.158256061,0.019031518,0.300640231
9.721274917,-0.244128416,0.180421686,-0.031802421,0.30522461
9.731283917,-0.21218727,0.182456517,-0.018096548,0.280430568
9.741263917,-0.17014272,0.144298757,-0.083688274,0.2382738
9.751272917,-0.134595157,0.173110912,-0.090568108,0.237246341
9.761282917,-0.147510487,0.175590717,-0.102279496,0.251102646
9.771292917,-0.179714904,0.147183774,-0.111421033,0.257633764
9.781271917,-0.228254541,0.119961476,-0.075797457,0.268767829
9.791281917,-0.268259729,0.125593514,-0.014989337,0.296583367
9.801291917,-0.254500354,0.11499836,0.000502861,0.279276396
9.811270917,-0.211788928,0.054042306,0.054430561,0.225250543
9.821280917,-0.169668072,0.02946412,0.001940106,0.172218329
9.831289917,-0.13249586,0.056749567,-0.027141021,0.146670724
9.841299917,-0.086303734,0.080411494,-0.065854266,0.135096733
9.851279917,-0.104455976,0.065568337,-0.067798465,0.140736952
9.861288917,-0.204862755,0.096025314,-0.010527327,0.226495991
9.871298917,-0.248982775,0.092319349,0.064179039,0.273192667
9.881308917,-0.218023814,0.036020018,0.130687609,0.256731526
9.891287917,-0.21588271,0.024020362,0.168039622,0.274626359
9.901297917,-0.190472465,0.064788319,0.118486809,0.233487494
9.911307917,-0.192898329,0.117800345,0.032136297,0.228296799
9.921286917,-0.198861612,0.14492324,-0.038426732,0.24904879
9.931296917,-0.225718458,0.142175049,-0.15017404,0.306128746
9.941305917,-0.266704662,0.160352288,-0.215500302,0.378529541
9.951315917,-0.299723304,0.20379827,-0.261911407,0.447174886
9.961294917,-0.289060322,0.207432314,-0.290990195,0.459629556
9.971304917,-0.238493601,0.213576568,-0.26255694,0.414041417
9.981314917,-0.25779906,0.264873022,-0.129379002,0.391608222
9.991293917,-0.218989628,0.246779982,-0.040211887,0.332376011
10.00130392,-0.187700008,0.159974558,0.003480847,0.246648066
10.01131392,-0.193148005,0.168760584,0.058371584,0.263046628
10.02132292,-0.188985518,0.199651424,0.082881358,0.287133309
10.03130292,-0.20553884,0.178174601,0.053828298,0.277290261
10.04131192,-0.201795452,0.186868826,0.011647654,0.27527628
10.05132192,-0.21118228,0.223035609,0.006959356,0.307231624
10.06133192,-0.206943633,0.229672199,0.018863118,0.309726982
10.07131092,-0.19025071,0.228848911,0.042360739,0.300602044
10.08132092,-0.125716452,0.200787538,0.061638424,0.244784716
10.09133092,-0.106353251,0.168878113,0.111699945,0.228708786
10.10130992,-0.136292603,0.154217389,0.154798018,0.25752884
10.11131992,-0.171602623,0.126372948,0.20733525,0.297330605
10.12132992,-0.22732118,0.128044667,0.191091685,0.323398188
10.13133892,-0.25777304,0.114714185,0.08246796,0.2939511
10.14131892,-0.28084016,0.120101225,-0.009336834,0.305585792
10.15132792,-0.29859713,0.125077205,-0.074903417,0.33228764
10.16133792,-0.291318224,0.103865261,-0.090268731,0.322184332
10.17134792,-0.248108177,0.109304926,-0.125292968,0.298669654
10.18132692,-0.220131297,0.098820868,-0.111012897,0.265607258
10.19133692,-0.145417037,0.081416046,-0.108995608,0.199134954
10.20134692,-0.115038413,0.092845598,-0.144241455,0.206542342
10.21132592,-0.126066116,0.144119833,-0.206092717,0.281313703
10.22133592,-0.130767131,0.167207564,-0.264433311,0.339092005
10.23134492,-0.131852666,0.176321034,-0.340933603,0.405844742
10.24135492,-0.126799064,0.135874674,-0.428086937,0.466688714
10.25133392,-0.190318683,0.124929271,-0.500850273,0.550163176
10.26134392,-0.149025646,0.093543756,-0.570080137,0.596615823
10.27135392,-0.171128999,0.02695391,-0.552185903,0.578723526
10.28136392,-0.263308745,0.05918961,-0.661869729,0.714777198
10.29134292,-0.434070685,0.018506438,-0.880948527,0.982257683
10.30135292,-0.610754977,0.030079247,-1.013820655,1.18395892
10.31136292,-0.661640079,0.065773575,-1.034376542,1.229645716
10.32134192,-0.649079821,0.139803418,-1.054262338,1.245920819
10.33135192,-0.975071157,0.23105565,-1.139368562,1.517336876
10.34136092,-0.565819271,0.018237466,-0.852126431,1.023036416
10.35137092,-0.294816759,-0.108500349,-0.764281957,0.826326907
10.36134992,-0.389437426,-0.208015866,-1.104161307,1.189161175
10.37135992,-0.387918758,-0.308476878,-1.440042915,1.522945352
10.38136992,-0.095816569,-0.359631245,-1.159450824,1.217719861
10.39134892,-0.1053525,-0.240645084,-0.88543568,0.923582995
10.40135892,-0.614457727,-0.573802475,-0.618493913,1.043715622
10.41136892,-0.475042418,-0.200682288,-0.650440176,0.830066926
10.42137792,-0.438334621,-0.153321011,-0.669976308,0.815176561
10.43135792,-0.445635455,-0.55513173,-0.745838084,1.031036684
10.44136692,-0.728716852,-0.965251928,-1.483201799,1.91379913
10.45137692,-0.767579932,-1.139311259,-0.912992438,1.649473943
10.46138692,-0.522966782,-0.494330043,0.084606872,0.724579029
10.47136592,-0.540869056,0.147912921,-0.082141685,0.566714059
10.48137592,-0.592734297,-0.049252852,-0.627913778,0.864890457
10.49138592,-0.354957857,-0.584216951,-0.493017343,0.842834875
10.50136492,-0.153297476,-0.66449279,0.127684479,0.693796879
10.51137492,-0.096657691,-0.691969441,-0.038710907,0.699759209
10.52138392,0.13384072,-0.489030712,-0.377880405,0.632343242
10.53139392,0.580063966,-0.105990724,-0.234814825,0.634701694
10.54137392,0.806542415,0.244052841,-0.383747501,0.925923648
10.55136575,0.994899065,0.544068798,0.343495853,1.184830962
10.56137575,1.06118873,0.884804766,0.829306503,1.611443536
10.57138575,0.800834656,0.977360342,0.523560859,1.367730002
10.58136475,0.351783404,0.636888084,-0.0593469,0.730000034
10.59137475,0.112924937,0.094498606,-0.387227179,0.41427879
10.60138475,-0.078460352,-0.092887698,-0.17786119,0.21545012
10.61136375,-0.286153378,-0.16886291,-0.206727725,0.391324406
10.62137375,-0.295574705,-0.214390501,-0.548382874,0.658825826
10.63138275,-0.311626262,-0.227597022,-0.829138688,0.91453939
10.64139275,-0.35886197,-0.145702089,-1.057355515,1.126060255
10.65137175,-0.208447537,-0.478836676,-0.902315422,1.042548828
10.66138175,-0.017477474,-0.515162503,-0.430602409,0.67165192
10.67139175,0.182306098,-0.303898509,-0.335261804,0.487842489
10.68140175,0.281204661,-0.02699601,-0.30285595,0.414157666
10.69138075,-0.0803797,0.439008366,0.515238517,0.681659718
10.70139075,-0.489952014,0.622275892,1.417934008,1.624135805
10.71139975,-0.48086946,0.372105987,1.242878897,1.38363516
10.72137975,-0.36791441,-0.266888849,0.318093794,0.554774128
10.73138875,-0.150961221,-0.636687817,-0.158476501,0.673257357
10.74139875,-0.065316907,-0.663044727,-0.07064606,0.669989159
10.75140875,0.089684447,-0.402220317,0.158242612,0.441435395
10.76138775,0.232283346,-0.134619861,0.118787355,0.293578773
10.77139775,0.301934356,0.141163188,-0.068034108,0.340176485
10.78140775,0.126071415,0.546675195,0.423268831,0.702783234
10.79138675,-0.013570657,0.912238147,1.16200021,1.477364913
10.80139675,-0.113909316,1.024106492,1.297625792,1.656985859
10.81140675,-0.103818922,0.753578044,0.880108282,1.163292235
10.82141575,-0.083688457,0.282705275,0.441652477,0.53102066
10.83139575,-0.157276689,-0.070522683,0.180384849,0.24949569
10.84140475,-0.216288032,-0.227418097,0.138093107,0.342883668
10.85141475,-0.144040128,-0.099873075,0.488512648,0.519005585
10.86142475,0.020695087,0.146412818,0.793326246,0.806989178
10.87140375,0.167776607,0.359526872,0.930431759,1.011489901
10.88141375,0.204042062,0.3678574,0.913292985,1.005512957
10.89142375,0.001787677,0.345987059,0.973430429,1.033091012
10.90140275,-0.129943039,0.348695197,0.987870712,1.055633496
10.91141275,-0.299916573,0.246197015,0.842929346,0.927950863
10.92142175,-0.28253048,0.099966045,0.483503923,0.568852113
10.93143175,-0.225102033,0.006416442,0.168123822,0.281029742
10.94141075,-0.178602215,0.085768713,0.17533227,0.264568381
10.95142075,-0.063065327,0.234619236,0.202046444,0.315984472
10.96143075,-0.003719505,0.379667021,0.262575651,0.461634979
10.97144075,0.084105181,0.474811745,0.417978855,0.638142773
10.98141975,0.090672316,0.491147696,0.519304086,0.720502784
10.99142975,0.087697372,0.364427716,0.557720878,0.671975421
11.00143975,0.068077168,0.172884918,0.562864673,0.592739686
11.01141875,0.127766861,-0.003442256,0.55420904,0.568756433
11.02142875,0.251095282,-0.142888409,0.64705113,0.708619152
11.03143775,0.440246405,-0.516734235,0.872431473,1.105426542
11.04144775,0.330778524,-0.822894154,0.987176648,1.327059514
11.05142675,0.115439788,-0.502776054,0.803558289,0.954890585
11.06143675,-0.312410447,0.138123513,0.675440531,0.756900458
11.07144675,-0.775461248,0.551964294,0.408727391,1.03588745
11.08145675,-0.60860788,0.651344448,0.446803874,0.99713933
11.09143575,-0.444116823,0.622288464,0.392956865,0.859591637
11.10144575,-0.350984711,0.417293269,0.230650438,0.592050306
11.11145475,-0.222099982,-0.040434666,0.144012828,0.267774268
11.12143475,-0.233907849,-0.411571769,0.246684673,0.533814135
11.13144375,-0.398058269,-0.459000582,0.410775086,0.733394907
11.14145375,-0.61781454,-0.071245691,0.35327766,0.715245314
11.15146375,-0.643390992,0.290216024,0.288951856,0.762673249
11.16144275,-0.457107545,0.391391273,0.176329805,0.627077856
11.17145275,-0.234782958,0.332761534,0.170879615,0.441648184
11.18146275,-0.164395053,0.283946932,0.16303616,0.366377378
11.19144175,-0.25234697,0.287022275,0.217139862,0.439557162
11.20145175,-0.341757037,0.3249479,0.176605793,0.503565901
11.21146075,-0.388380834,0.19389484,0.24028548,0.496157227
11.22147075,-0.962084053,0.221582576,1.123720828,1.49581184
11.23144975,-0.832447773,0.610656013,1.831377763,2.102335504
11.24145975,-0.770262781,0.613073837,1.840584204,2.087322326
11.25146975,-0.537534535,-0.212628442,0.937282941,1.101205495
11.26147975,-0.645092605,-0.146372765,0.26557001,0.712809151
11.27145875,-0.510680612,0.132300563,-0.235377327,0.577668255
11.28146875,-0.279796139,0.184219453,-0.585579352,0.674630168
11.29147875,-0.089687371,0.051044731,-0.790620739,0.797327124
11.30145775,0.142891333,-0.130541428,-0.891113327,0.911889225
11.31146775,0.139002934,-0.114555433,-0.846544095,0.865495042
11.32147675,0.109802085,0.101171156,-0.844116915,0.857219615
11.33148675,0.06904173,0.207758881,-0.651524835,0.687324613
11.34146575,0.08357016,0.168567041,-0.622252504,0.650074609
11.35147575,0.086172756,0.172627348,-0.549344156,0.582241314
11.36148575,-0.038444127,0.237654818,-0.413750149,0.478692959
11.37149575,-0.202413795,0.289193054,-0.220997854,0.416466107
11.38147475,-0.303930376,0.27319244,-0.071896779,0.41494208
11.39148475,-0.314858822,0.110588097,0.15579029,0.3682885
11.40149375,-0.393370117,-0.024393122,0.240943877,0.4619405
11.41147375,-0.439201909,0.008271179,0.382973914,0.582782763
11.42148275,-0.457074801,0.132930893,0.317331902,0.572090493
11.43149275,-0.49108133,0.222060586,0.340597973,0.637556865
11.44150275,-0.41286415,0.183364882,0.238757603,0.51096446
11.45148175,-0.227440463,0.027455309,0.054234095,0.23542365
11.46149175,-0.145407828,-0.059419113,-0.038919652,0.161829561
11.47150175,-0.235950501,-0.004721919,-0.019210442,0.236778327
11.48151175,-0.328054672,0.081139473,-0.043802077,0.340766935
11.49149075,-0.318793121,0.076309965,-0.129011212,0.352272845
11.50150075,-0.20128806,-0.035229474,-0.185877138,0.276239587
11.51150975,-0.105028565,-0.139865691,-0.180137511,0.25108352
11.52148975,-0.105281164,-0.088843764,-0.189616433,0.23437519
11.53149875,-0.206803154,0.055830677,-0.24792896,0.327648254
11.54150875,-0.272151928,0.229912227,-0.256933672,0.439250744
11.55151829,-0.182484876,0.257388001,-0.318614781,0.448402377
11.56149729,-0.029032303,0.181530611,-0.346384377,0.392145858
11.57150729,0.012472696,0.074906926,-0.333088394,0.34163503
11.58151729,-0.098594873,0.097654056,-0.203638641,0.246426378
11.59149629,-0.202078896,0.198264172,-0.064913449,0.290445035
11.60150629,-0.202025101,0.170694843,0.120942639,0.290822958
11.61151529,-0.179672073,0.053059974,0.227389446,0.294624125
11.62152529,-0.207692515,0.00359633,0.309530547,0.372771074
11.63150429,-0.212806782,0.015107451,0.252700288,0.330714979
11.64151429,-0.241567774,0.017196661,0.218577692,0.326231394
11.65152429,-0.172837555,0.102599339,0.191707982,0.2777614
11.66153429,-0.02416011,0.084659497,0.037777691,0.095802376
11.67151329,-0.014000281,0.157928909,-0.043862888,0.164503803
11.68152329,0.020997936,0.124901789,-0.125196488,0.178088548
11.69153329,-0.002796431,0.023877982,-0.108868139,0.11149103
11.70151229,-0.100803367,-0.071558225,-0.149306898,0.193841296
11.71152229,-0.342179645,0.092562301,-0.60640538,0.702411684
11.72153129,-0.106832431,0.245812268,-0.131286948,0.298451172
11.73154129,0.026178277,0.112443711,-0.27380289,0.297147964
11.74152029,-0.159262952,0.029350391,-0.293833112,0.335505634
11.75153029,-0.311945447,0.108149808,-0.268358547,0.425467569
11.76154029,-0.354585975,0.243743523,-0.405449442,0.59121178
11.77155029,-0.40951121,0.167801348,-0.447003849,0.629022388
11.78152929,-0.526431257,-0.027087811,-0.732324584,0.902309766
11.79153929,-0.550826718,0.451131983,-0.822969875,1.088213929
